Area,Year,IncomeGroup,Value
REGION VIII - EASTERN VISAYAS,2023,5th Decile,23317.4
REGION VIII - EASTERN VISAYAS,2023,6th Decile,25100.22
REGION VIII - EASTERN VISAYAS,2023,7th Decile,27301.11
REGION VIII - EASTERN VISAYAS,2023,8th Decile,31691.29
REGION VIII - EASTERN VISAYAS,2023,9th Decile,45653.03
REGION VIII - EASTERN VISAYAS,2023,All Income Groups,316881.63
Eastern Samar,2018,10th Decile,7070.26
Eastern Samar,2018,1st Decile,1082.48
Eastern Samar,2018,2nd Decile,1274.36
Eastern Samar,2018,3rd Decile,1372.39
Eastern Samar,2018,4th Decile,1516.29
Eastern Samar,2018,5th Decile,1731.2
Eastern Samar,2018,6th Decile,1707.32
Eastern Samar,2018,7th Decile,1812.82
Eastern Samar,2018,8th Decile,2379.32
Eastern Samar,2018,9th Decile,3192.93
Eastern Samar,2018,All Income Groups,23139.37
Eastern Samar,2021,10th Decile,9849.1
Eastern Samar,2021,1st Decile,1302.4
Eastern Samar,2021,2nd Decile,1453.25
Eastern Samar,2021,3rd Decile,1607.26
Eastern Samar,2021,4th Decile,1747.83
Eastern Samar,2021,5th Decile,1981.56
Eastern Samar,2021,6th Decile,2126.21
Eastern Samar,2021,7th Decile,2531.49
Eastern Samar,2021,8th Decile,3162.61
Eastern Samar,2021,9th Decile,4975.29
Eastern Samar,2021,All Income Groups,30737.0
Eastern Samar,2023,10th Decile,9824.02
Eastern Samar,2023,1st Decile,1728.22
Eastern Samar,2023,2nd Decile,1993.3
Eastern Samar,2023,3rd Decile,2246.92
Eastern Samar,2023,4th Decile,2341.88
Eastern Samar,2023,5th Decile,2319.22
Eastern Samar,2023,6th Decile,2653.27
Eastern Samar,2023,7th Decile,2840.02
Eastern Samar,2023,8th Decile,3408.78
Eastern Samar,2023,9th Decile,4733.35
Eastern Samar,2023,All Income Groups,34088.99
Leyte (Excluding City of Tacloban),2018,10th Decile,31078.92
Leyte (Excluding City of Tacloban),2018,1st Decile,3886.22
Leyte (Excluding City of Tacloban),2018,2nd Decile,4766.04
Leyte (Excluding City of Tacloban),2018,3rd Decile,5265.83
Leyte (Excluding City of Tacloban),2018,4th Decile,4956.45
Leyte (Excluding City of Tacloban),2018,5th Decile,6220.66
Leyte (Excluding City of Tacloban),2018,6th Decile,7011.69
Leyte (Excluding City of Tacloban),2018,7th Decile,7471.74
Leyte (Excluding City of Tacloban),2018,8th Decile,9014.11
Leyte (Excluding City of Tacloban),2018,9th Decile,13323.19
Leyte (Excluding City of Tacloban),2018,All Income Groups,92994.85
Leyte (Excluding City of Tacloban),2021,10th Decile,33089.38
Leyte (Excluding City of Tacloban),2021,1st Decile,4467.82
Leyte (Excluding City of Tacloban),2021,2nd Decile,5451.9
Leyte (Excluding City of Tacloban),2021,3rd Decile,5957.65
Leyte (Excluding City of Tacloban),2021,4th Decile,6765.21
Leyte (Excluding City of Tacloban),2021,5th Decile,6455.67
Leyte (Excluding City of Tacloban),2021,6th Decile,8082.11
Leyte (Excluding City of Tacloban),2021,7th Decile,8845.43
Leyte (Excluding City of Tacloban),2021,8th Decile,11318.72
Leyte (Excluding City of Tacloban),2021,9th Decile,15367.13
Leyte (Excluding City of Tacloban),2021,All Income Groups,105801.03
Leyte (Excluding City of Tacloban),2023,10th Decile,34524.81
Leyte (Excluding City of Tacloban),2023,1st Decile,6388.41
Leyte (Excluding City of Tacloban),2023,2nd Decile,7514.51
Leyte (Excluding City of Tacloban),2023,3rd Decile,8151.27
Leyte (Excluding City of Tacloban),2023,4th Decile,9151.0
Leyte (Excluding City of Tacloban),2023,5th Decile,9446.66
Leyte (Excluding City of Tacloban),2023,6th Decile,9990.75
Leyte (Excluding City of Tacloban),2023,7th Decile,11088.38
Leyte (Excluding City of Tacloban),2023,8th Decile,12342.04
Leyte (Excluding City of Tacloban),2023,9th Decile,18152.39
Leyte (Excluding City of Tacloban),2023,All Income Groups,126750.23
City of Tacloban,2018,10th Decile,6082.71
City of Tacloban,2018,1st Decile,780.29
City of Tacloban,2018,2nd Decile,906.96
City of Tacloban,2018,3rd Decile,1092.9
City of Tacloban,2018,4th Decile,1151.54
City of Tacloban,2018,5th Decile,1293.88
City of Tacloban,2018,6th Decile,1471.31
City of Tacloban,2018,7th Decile,2035.42
City of Tacloban,2018,8th Decile,2665.88
City of Tacloban,2018,9th Decile,3580.45
City of Tacloban,2018,All Income Groups,21061.34
City of Tacloban,2021,10th Decile,7859.7
City of Tacloban,2021,1st Decile,778.24
City of Tacloban,2021,2nd Decile,961.88
City of Tacloban,2021,3rd Decile,1017.06
City of Tacloban,2021,4th Decile,1154.09
City of Tacloban,2021,5th Decile,1226.08
City of Tacloban,2021,6th Decile,1643.31
City of Tacloban,2021,7th Decile,1902.08
City of Tacloban,2021,8th Decile,2746.8
City of Tacloban,2021,9th Decile,3640.55
City of Tacloban,2021,All Income Groups,22929.77
City of Tacloban,2023,10th Decile,6588.89
City of Tacloban,2023,1st Decile,1016.2
City of Tacloban,2023,2nd Decile,1235.94
City of Tacloban,2023,3rd Decile,1380.71
City of Tacloban,2023,4th Decile,1457.11
City of Tacloban,2023,5th Decile,1592.23
City of Tacloban,2023,6th Decile,1903.67
City of Tacloban,2023,7th Decile,2154.7
City of Tacloban,2023,8th Decile,2946.45
City of Tacloban,2023,9th Decile,3789.41
City of Tacloban,2023,All Income Groups,24065.31
Northern Samar,2018,10th Decile,11446.39
Northern Samar,2018,1st Decile,1472.2
Northern Samar,2018,2nd Decile,1651.63
Northern Samar,2018,3rd Decile,1883.47
Northern Samar,2018,4th Decile,2059.93
Northern Samar,2018,5th Decile,2085.38
Northern Samar,2018,6th Decile,2460.5
Northern Samar,2018,7th Decile,2727.03
Northern Samar,2018,8th Decile,3191.93
Northern Samar,2018,9th Decile,4788.87
Northern Samar,2018,All Income Groups,33767.33
Northern Samar,2021,10th Decile,10868.92
Northern Samar,2021,1st Decile,1742.16
Northern Samar,2021,2nd Decile,2027.52
Northern Samar,2021,3rd Decile,2334.5
Northern Samar,2021,4th Decile,2480.31
Northern Samar,2021,5th Decile,2716.53
Northern Samar,2021,6th Decile,2922.46
Northern Samar,2021,7th Decile,3070.3
Northern Samar,2021,8th Decile,3462.8
Northern Samar,2021,9th Decile,5099.95
Northern Samar,2021,All Income Groups,36725.44
Northern Samar,2023,10th Decile,11026.51
Northern Samar,2023,1st Decile,2032.26
Northern Samar,2023,2nd Decile,2475.72
Northern Samar,2023,3rd Decile,2757.18
Northern Samar,2023,4th Decile,3183.98
Northern Samar,2023,5th Decile,3334.28
Northern Samar,2023,6th Decile,3663.64
Northern Samar,2023,7th Decile,3931.51
Northern Samar,2023,8th Decile,4595.9
Northern Samar,2023,9th Decile,5909.83
Northern Samar,2023,All Income Groups,42910.81
Samar (Western Samar),2018,10th Decile,10635.25
Samar (Western Samar),2018,1st Decile,1768.24
Samar (Western Samar),2018,2nd Decile,2212.39
Samar (Western Samar),2018,3rd Decile,2402.67
Samar (Western Samar),2018,4th Decile,2374.34
Samar (Western Samar),2018,5th Decile,2479.23
Samar (Western Samar),2018,6th Decile,2809.42
Samar (Western Samar),2018,7th Decile,3443.09
Samar (Western Samar),2018,8th Decile,3446.21
Samar (Western Samar),2018,9th Decile,5386.64
Samar (Western Samar),2018,All Income Groups,36957.47
Samar (Western Samar),2021,10th Decile,13582.88
Samar (Western Samar),2021,1st Decile,1780.14
Samar (Western Samar),2021,2nd Decile,2244.21
Samar (Western Samar),2021,3rd Decile,2513.18
Samar (Western Samar),2021,4th Decile,2832.03
Samar (Western Samar),2021,5th Decile,3063.9
Samar (Western Samar),2021,6th Decile,3222.31
Samar (Western Samar),2021,7th Decile,3637.77
Samar (Western Samar),2021,8th Decile,4348.14
Samar (Western Samar),2021,9th Decile,5471.77
Samar (Western Samar),2021,All Income Groups,42696.33
Samar (Western Samar),2023,10th Decile,13672.06
Samar (Western Samar),2023,1st Decile,2191.24
Samar (Western Samar),2023,2nd Decile,2619.53
Samar (Western Samar),2023,3rd Decile,2855.78
Samar (Western Samar),2023,4th Decile,3228.51
Samar (Western Samar),2023,5th Decile,3292.88
Samar (Western Samar),2023,6th Decile,3460.2
Samar (Western Samar),2023,7th Decile,3729.53
Samar (Western Samar),2023,8th Decile,4359.29
Samar (Western Samar),2023,9th Decile,5951.91
Samar (Western Samar),2023,All Income Groups,45360.92
Southern Leyte,2018,10th Decile,5933.56
Southern Leyte,2018,1st Decile,1028.66
Southern Leyte,2018,2nd Decile,1224.39
Southern Leyte,2018,3rd Decile,1373.35
Southern Leyte,2018,4th Decile,1425.79
Southern Leyte,2018,5th Decile,1432.54
Southern Leyte,2018,6th Decile,1626.6
Southern Leyte,2018,7th Decile,1762.14
Southern Leyte,2018,8th Decile,2198.01
Southern Leyte,2018,9th Decile,3033.75
Southern Leyte,2018,All Income Groups,21038.79
Southern Leyte,2021,10th Decile,6652.77
Southern Leyte,2021,1st Decile,1146.01
Southern Leyte,2021,2nd Decile,1356.98
Southern Leyte,2021,3rd Decile,1527.38
Southern Leyte,2021,4th Decile,1673.6
Southern Leyte,2021,5th Decile,1698.52
Southern Leyte,2021,6th Decile,1873.65
Southern Leyte,2021,7th Decile,2074.46
Southern Leyte,2021,8th Decile,2658.05
Southern Leyte,2021,9th Decile,3468.22
Southern Leyte,2021,All Income Groups,24129.63
Southern Leyte,2023,10th Decile,8031.72
Southern Leyte,2023,1st Decile,1696.27
Southern Leyte,2023,2nd Decile,1753.07
Southern Leyte,2023,3rd Decile,2031.69
Southern Leyte,2023,4th Decile,2051.57
Southern Leyte,2023,5th Decile,2210.64
Southern Leyte,2023,6th Decile,2232.09
Southern Leyte,2023,7th Decile,2595.05
Southern Leyte,2023,8th Decile,3104.69
Southern Leyte,2023,9th Decile,4122.3
Southern Leyte,2023,All Income Groups,29829.09
Biliran,2018,10th Decile,3675.72
Biliran,2018,1st Decile,499.61
Biliran,2018,2nd Decile,609.03
Biliran,2018,3rd Decile,630.91
Biliran,2018,4th Decile,631.26
Biliran,2018,5th Decile,699.83
Biliran,2018,6th Decile,743.89
Biliran,2018,7th Decile,877.54
Biliran,2018,8th Decile,1033.23
Biliran,2018,9th Decile,1528.86
Biliran,2018,All Income Groups,10929.88
Biliran,2021,10th Decile,3992.6
Biliran,2021,1st Decile,486.7
Biliran,2021,2nd Decile,600.74
Biliran,2021,3rd Decile,696.81
Biliran,2021,4th Decile,678.25
Biliran,2021,5th Decile,787.92
Biliran,2021,6th Decile,886.9
Biliran,2021,7th Decile,997.69
Biliran,2021,8th Decile,1211.94
Biliran,2021,9th Decile,2016.7
Biliran,2021,All Income Groups,12356.26
Biliran,2023,10th Decile,4141.59
Biliran,2023,1st Decile,709.18
Biliran,2023,2nd Decile,830.11
Biliran,2023,3rd Decile,853.56
Biliran,2023,4th Decile,920.8
Biliran,2023,5th Decile,981.3
Biliran,2023,6th Decile,986.3
Biliran,2023,7th Decile,1071.62
Biliran,2023,8th Decile,1350.96
Biliran,2023,9th Decile,2030.85
Biliran,2023,All Income Groups,13876.29
REGION IX - ZAMBOANGA PENINSULA,2018,10th Decile,59234.38
REGION IX - ZAMBOANGA PENINSULA,2018,1st Decile,8144.53
REGION IX - ZAMBOANGA PENINSULA,2018,2nd Decile,9921.59
REGION IX - ZAMBOANGA PENINSULA,2018,3rd Decile,11292.64
REGION IX - ZAMBOANGA PENINSULA,2018,4th Decile,11931.79
REGION IX - ZAMBOANGA PENINSULA,2018,5th Decile,12876.52
REGION IX - ZAMBOANGA PENINSULA,2018,6th Decile,14619.9
REGION IX - ZAMBOANGA PENINSULA,2018,7th Decile,16593.21
REGION IX - ZAMBOANGA PENINSULA,2018,8th Decile,18852.0
REGION IX - ZAMBOANGA PENINSULA,2018,9th Decile,27592.07
REGION IX - ZAMBOANGA PENINSULA,2018,All Income Groups,191058.61
REGION IX - ZAMBOANGA PENINSULA,2021,10th Decile,63844.2
REGION IX - ZAMBOANGA PENINSULA,2021,1st Decile,8626.28
REGION IX - ZAMBOANGA PENINSULA,2021,2nd Decile,10751.1
REGION IX - ZAMBOANGA PENINSULA,2021,3rd Decile,12541.66
REGION IX - ZAMBOANGA PENINSULA,2021,4th Decile,13325.93
REGION IX - ZAMBOANGA PENINSULA,2021,5th Decile,14920.0
REGION IX - ZAMBOANGA PENINSULA,2021,6th Decile,16401.19
REGION IX - ZAMBOANGA PENINSULA,2021,7th Decile,17842.83
REGION IX - ZAMBOANGA PENINSULA,2021,8th Decile,21405.96
REGION IX - ZAMBOANGA PENINSULA,2021,9th Decile,28936.07
REGION IX - ZAMBOANGA PENINSULA,2021,All Income Groups,208595.22
REGION IX - ZAMBOANGA PENINSULA,2023,10th Decile,66423.34
REGION IX - ZAMBOANGA PENINSULA,2023,1st Decile,10517.4
REGION IX - ZAMBOANGA PENINSULA,2023,2nd Decile,12862.27
REGION IX - ZAMBOANGA PENINSULA,2023,3rd Decile,14434.8
REGION IX - ZAMBOANGA PENINSULA,2023,4th Decile,15523.29
REGION IX - ZAMBOANGA PENINSULA,2023,5th Decile,17251.66
REGION IX - ZAMBOANGA PENINSULA,2023,6th Decile,18814.58
REGION IX - ZAMBOANGA PENINSULA,2023,7th Decile,20892.89
REGION IX - ZAMBOANGA PENINSULA,2023,8th Decile,23626.47
REGION IX - ZAMBOANGA PENINSULA,2023,9th Decile,30307.98
REGION IX - ZAMBOANGA PENINSULA,2023,All Income Groups,230654.69
Zamboanga Del Norte,2018,10th Decile,14674.78
Zamboanga Del Norte,2018,1st Decile,2122.99
Zamboanga Del Norte,2018,2nd Decile,2627.56
Zamboanga Del Norte,2018,3rd Decile,2785.01
Zamboanga Del Norte,2018,4th Decile,3030.78
Zamboanga Del Norte,2018,5th Decile,3243.91
Zamboanga Del Norte,2018,6th Decile,3408.9
Zamboanga Del Norte,2018,7th Decile,4070.57
Zamboanga Del Norte,2018,8th Decile,4713.95
Zamboanga Del Norte,2018,9th Decile,6775.25
Zamboanga Del Norte,2018,All Income Groups,47453.69
Zamboanga Del Norte,2021,10th Decile,17592.06
Zamboanga Del Norte,2021,1st Decile,2398.87
Zamboanga Del Norte,2021,2nd Decile,2903.18
Zamboanga Del Norte,2021,3rd Decile,3220.88
Zamboanga Del Norte,2021,4th Decile,3376.97
Zamboanga Del Norte,2021,5th Decile,3625.72
Zamboanga Del Norte,2021,6th Decile,3800.89
Zamboanga Del Norte,2021,7th Decile,4149.28
Zamboanga Del Norte,2021,8th Decile,5070.5
Zamboanga Del Norte,2021,9th Decile,7440.4
Zamboanga Del Norte,2021,All Income Groups,53578.76
Zamboanga Del Norte,2023,10th Decile,18304.97
Zamboanga Del Norte,2023,1st Decile,3213.79
Zamboanga Del Norte,2023,2nd Decile,3445.37
Zamboanga Del Norte,2023,3rd Decile,3967.85
Zamboanga Del Norte,2023,4th Decile,4201.87
Zamboanga Del Norte,2023,5th Decile,4339.2
Zamboanga Del Norte,2023,6th Decile,4603.42
Zamboanga Del Norte,2023,7th Decile,4904.85
Zamboanga Del Norte,2023,8th Decile,5617.15
Zamboanga Del Norte,2023,9th Decile,7013.25
Zamboanga Del Norte,2023,All Income Groups,59611.72
Zamboanga Del Sur (Excluding City of Zamboanga),2018,10th Decile,12451.97
Zamboanga Del Sur (Excluding City of Zamboanga),2018,1st Decile,1971.44
Zamboanga Del Sur (Excluding City of Zamboanga),2018,2nd Decile,2437.63
Zamboanga Del Sur (Excluding City of Zamboanga),2018,3rd Decile,2588.32
Zamboanga Del Sur (Excluding City of Zamboanga),2018,4th Decile,2884.78
Zamboanga Del Sur (Excluding City of Zamboanga),2018,5th Decile,2846.37
Zamboanga Del Sur (Excluding City of Zamboanga),2018,6th Decile,3093.83
Zamboanga Del Sur (Excluding City of Zamboanga),2018,7th Decile,3433.45
Zamboanga Del Sur (Excluding City of Zamboanga),2018,8th Decile,3939.66
Zamboanga Del Sur (Excluding City of Zamboanga),2018,9th Decile,5365.25
Zamboanga Del Sur (Excluding City of Zamboanga),2018,All Income Groups,41012.7
Zamboanga Del Sur (Excluding City of Zamboanga),2021,10th Decile,16681.65
Zamboanga Del Sur (Excluding City of Zamboanga),2021,1st Decile,2069.25
Zamboanga Del Sur (Excluding City of Zamboanga),2021,2nd Decile,2459.8
Zamboanga Del Sur (Excluding City of Zamboanga),2021,3rd Decile,2955.29
Zamboanga Del Sur (Excluding City of Zamboanga),2021,4th Decile,3235.4
Zamboanga Del Sur (Excluding City of Zamboanga),2021,5th Decile,3388.5
Zamboanga Del Sur (Excluding City of Zamboanga),2021,6th Decile,3984.42
Zamboanga Del Sur (Excluding City of Zamboanga),2021,7th Decile,4367.27
Zamboanga Del Sur (Excluding City of Zamboanga),2021,8th Decile,5076.62
Zamboanga Del Sur (Excluding City of Zamboanga),2021,9th Decile,7382.6
Zamboanga Del Sur (Excluding City of Zamboanga),2021,All Income Groups,51600.8
Zamboanga Del Sur (Excluding City of Zamboanga),2023,10th Decile,17608.85
Zamboanga Del Sur (Excluding City of Zamboanga),2023,1st Decile,2079.25
Zamboanga Del Sur (Excluding City of Zamboanga),2023,2nd Decile,2769.56
Zamboanga Del Sur (Excluding City of Zamboanga),2023,3rd Decile,3115.17
Zamboanga Del Sur (Excluding City of Zamboanga),2023,4th Decile,3164.28
Zamboanga Del Sur (Excluding City of Zamboanga),2023,5th Decile,3565.82
Zamboanga Del Sur (Excluding City of Zamboanga),2023,6th Decile,4020.49
Zamboanga Del Sur (Excluding City of Zamboanga),2023,7th Decile,4246.93
Zamboanga Del Sur (Excluding City of Zamboanga),2023,8th Decile,5061.9
Zamboanga Del Sur (Excluding City of Zamboanga),2023,9th Decile,7684.08
Zamboanga Del Sur (Excluding City of Zamboanga),2023,All Income Groups,53316.34
City of Zamboanga,2018,10th Decile,16119.57
City of Zamboanga,2018,1st Decile,3583.12
City of Zamboanga,2018,2nd Decile,3743.34
City of Zamboanga,2018,3rd Decile,4191.63
City of Zamboanga,2018,4th Decile,4381.76
City of Zamboanga,2018,5th Decile,4425.28
City of Zamboanga,2018,6th Decile,5054.52
City of Zamboanga,2018,7th Decile,5426.35
City of Zamboanga,2018,8th Decile,6825.71
City of Zamboanga,2018,9th Decile,8899.33
City of Zamboanga,2018,All Income Groups,62650.61
City of Zamboanga,2021,10th Decile,12938.21
City of Zamboanga,2021,1st Decile,3570.66
City of Zamboanga,2021,2nd Decile,3906.55
City of Zamboanga,2021,3rd Decile,4320.47
City of Zamboanga,2021,4th Decile,4417.15
City of Zamboanga,2021,5th Decile,4663.47
City of Zamboanga,2021,6th Decile,5229.2
City of Zamboanga,2021,7th Decile,5403.7
City of Zamboanga,2021,8th Decile,6141.31
City of Zamboanga,2021,9th Decile,7230.49
City of Zamboanga,2021,All Income Groups,57821.19
City of Zamboanga,2023,10th Decile,12732.49
City of Zamboanga,2023,1st Decile,4353.46
City of Zamboanga,2023,2nd Decile,4869.4
City of Zamboanga,2023,3rd Decile,5241.08
City of Zamboanga,2023,4th Decile,5380.76
City of Zamboanga,2023,5th Decile,5537.79
City of Zamboanga,2023,6th Decile,5971.26
City of Zamboanga,2023,7th Decile,5952.81
City of Zamboanga,2023,8th Decile,6643.23
City of Zamboanga,2023,9th Decile,7701.29
City of Zamboanga,2023,All Income Groups,64383.56
Zamboanga Sibugay,2018,10th Decile,13579.86
Zamboanga Sibugay,2018,1st Decile,1481.84
Zamboanga Sibugay,2018,2nd Decile,1679.42
Zamboanga Sibugay,2018,3rd Decile,1745.17
Zamboanga Sibugay,2018,4th Decile,2035.14
Zamboanga Sibugay,2018,5th Decile,2019.26
Zamboanga Sibugay,2018,6th Decile,2237.59
Zamboanga Sibugay,2018,7th Decile,2594.28
Zamboanga Sibugay,2018,8th Decile,3012.16
Zamboanga Sibugay,2018,9th Decile,4542.81
Zamboanga Sibugay,2018,All Income Groups,34927.53
Zamboanga Sibugay,2021,10th Decile,15650.16
Zamboanga Sibugay,2021,1st Decile,1549.17
Zamboanga Sibugay,2021,2nd Decile,1922.08
Zamboanga Sibugay,2021,3rd Decile,1910.25
Zamboanga Sibugay,2021,4th Decile,2263.89
Zamboanga Sibugay,2021,5th Decile,2328.73
Zamboanga Sibugay,2021,6th Decile,2551.94
Zamboanga Sibugay,2021,7th Decile,3017.13
Zamboanga Sibugay,2021,8th Decile,3369.02
Zamboanga Sibugay,2021,9th Decile,4967.78
Zamboanga Sibugay,2021,All Income Groups,39530.15
Zamboanga Sibugay,2023,10th Decile,15805.07
Zamboanga Sibugay,2023,1st Decile,2107.5
Zamboanga Sibugay,2023,2nd Decile,2381.78
Zamboanga Sibugay,2023,3rd Decile,2465.49
Zamboanga Sibugay,2023,4th Decile,2582.52
Zamboanga Sibugay,2023,5th Decile,2705.97
Zamboanga Sibugay,2023,6th Decile,3036.22
Zamboanga Sibugay,2023,7th Decile,3516.26
Zamboanga Sibugay,2023,8th Decile,4296.88
Zamboanga Sibugay,2023,9th Decile,5976.01
Zamboanga Sibugay,2023,All Income Groups,44873.69
Isabela City,2018,10th Decile,1404.29
Isabela City,2018,1st Decile,264.66
Isabela City,2018,2nd Decile,305.89
Isabela City,2018,3rd Decile,308.07
Isabela City,2018,4th Decile,334.26
Isabela City,2018,5th Decile,323.68
Isabela City,2018,6th Decile,374.77
Isabela City,2018,7th Decile,388.53
Isabela City,2018,8th Decile,494.54
Isabela City,2018,9th Decile,815.39
Isabela City,2018,All Income Groups,5014.08
Isabela City,2021,10th Decile,1458.22
Isabela City,2021,1st Decile,319.55
Isabela City,2021,2nd Decile,386.14
Isabela City,2021,3rd Decile,414.71
Isabela City,2021,4th Decile,457.32
Isabela City,2021,5th Decile,493.41
Isabela City,2021,6th Decile,543.05
Isabela City,2021,7th Decile,573.16
Isabela City,2021,8th Decile,588.43
Isabela City,2021,9th Decile,830.33
Isabela City,2021,All Income Groups,6064.32
Isabela City,2023,10th Decile,1979.2
Isabela City,2023,1st Decile,541.0
Isabela City,2023,2nd Decile,569.64
Isabela City,2023,3rd Decile,616.89
Isabela City,2023,4th Decile,642.32
Isabela City,2023,5th Decile,671.08
Isabela City,2023,6th Decile,682.14
Isabela City,2023,7th Decile,745.23
Isabela City,2023,8th Decile,929.12
Isabela City,2023,9th Decile,1092.76
Isabela City,2023,All Income Groups,8469.36
REGION X - NORTHERN MINDANAO,2018,10th Decile,82753.57
REGION X - NORTHERN MINDANAO,2018,1st Decile,12418.63
REGION X - NORTHERN MINDANAO,2018,2nd Decile,14541.11
REGION X - NORTHERN MINDANAO,2018,3rd Decile,15954.21
REGION X - NORTHERN MINDANAO,2018,4th Decile,17274.29
REGION X - NORTHERN MINDANAO,2018,5th Decile,19364.78
REGION X - NORTHERN MINDANAO,2018,6th Decile,21644.83
REGION X - NORTHERN MINDANAO,2018,7th Decile,25184.63
REGION X - NORTHERN MINDANAO,2018,8th Decile,29955.26
REGION X - NORTHERN MINDANAO,2018,9th Decile,41416.25
REGION X - NORTHERN MINDANAO,2018,All Income Groups,280507.56
