Housing_Unit_Type,Region,City/Province,Year,Occupied Housing Units,Number of Households /a,Household Population /a,Total,One Floor,Two Floors,Three Floors,Four Floors,Five to 10 Floors,11 Floors or more,Not Reported,Not applicable
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),Camiguin,2020,26.0,26.0,64.0,26.0,12.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),Camiguin,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region X (Northern Mindanao),Camiguin,2020,140.0,145.0,579.0,140.0,105.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),Camiguin,2020,4.0,4.0,24.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),Camiguin,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),Camiguin,2020,19.0,19.0,77.0,19.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region X (Northern Mindanao),Camiguin,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region X (Northern Mindanao),Camiguin,2020,21596.0,22049.0,91805.0,21596.0,18709.0,2852.0,35.0,0.0,0.0,0.0,0.0,0.0
All Types Of Building,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,177951.0,190099.0,723249.0,177951.0,126775.0,49058.0,1734.0,226.0,93.0,1.0,59.0,5.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,6951.0,7290.0,24966.0,6951.0,3617.0,3099.0,169.0,63.0,3.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,434.0,470.0,1267.0,434.0,192.0,185.0,38.0,15.0,2.0,0.0,2.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,98.0,98.0,236.0,98.0,0.0,0.0,0.0,22.0,65.0,1.0,10.0,0.0
Duplex,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,4642.0,5002.0,19050.0,4642.0,3176.0,1427.0,33.0,5.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,41.0,41.0,112.0,41.0,11.0,19.0,1.0,0.0,10.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,5432.0,5843.0,20418.0,5432.0,3047.0,2208.0,128.0,35.0,13.0,0.0,1.0,0.0
Other Types Of Building,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,5.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Single House,Region X (Northern Mindanao),City Of Cagayan De Oro,2020,160348.0,171350.0,657192.0,160348.0,116732.0,42120.0,1365.0,86.0,0.0,0.0,45.0,0.0
All Types Of Building,Region X (Northern Mindanao),City Of Iligan,2020,81781.0,87222.0,362148.0,81781.0,60234.0,20797.0,681.0,55.0,0.0,0.0,13.0,1.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),City Of Iligan,2020,3924.0,4245.0,16677.0,3924.0,1734.0,2076.0,113.0,1.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),City Of Iligan,2020,175.0,179.0,657.0,175.0,76.0,69.0,25.0,4.0,0.0,0.0,1.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),City Of Iligan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region X (Northern Mindanao),City Of Iligan,2020,3364.0,3535.0,14280.0,3364.0,2332.0,996.0,33.0,2.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),City Of Iligan,2020,9.0,9.0,22.0,9.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),City Of Iligan,2020,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),City Of Iligan,2020,1973.0,2052.0,7892.0,1973.0,1058.0,868.0,34.0,10.0,0.0,0.0,3.0,0.0
Other Types Of Building,Region X (Northern Mindanao),City Of Iligan,2020,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Single House,Region X (Northern Mindanao),City Of Iligan,2020,72333.0,77199.0,322613.0,72333.0,55028.0,16787.0,475.0,37.0,0.0,0.0,6.0,0.0
All Types Of Building,Region X (Northern Mindanao),Lanao Del Norte *,2020,137943.0,161392.0,721413.0,137943.0,124840.0,12973.0,104.0,8.0,0.0,0.0,18.0,0.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),Lanao Del Norte *,2020,300.0,311.0,1246.0,300.0,188.0,104.0,8.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),Lanao Del Norte *,2020,182.0,193.0,797.0,182.0,119.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),Lanao Del Norte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region X (Northern Mindanao),Lanao Del Norte *,2020,2513.0,2975.0,13148.0,2513.0,1967.0,542.0,4.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),Lanao Del Norte *,2020,12.0,13.0,52.0,12.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),Lanao Del Norte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),Lanao Del Norte *,2020,730.0,834.0,3602.0,730.0,548.0,179.0,3.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region X (Northern Mindanao),Lanao Del Norte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region X (Northern Mindanao),Lanao Del Norte *,2020,134206.0,157066.0,702568.0,134206.0,122010.0,12085.0,85.0,8.0,0.0,0.0,18.0,0.0
All Types Of Building,Region X (Northern Mindanao),Misamis Occidental,2020,145529.0,149125.0,614710.0,145529.0,128326.0,16839.0,302.0,45.0,0.0,0.0,12.0,5.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),Misamis Occidental,2020,1572.0,1606.0,5627.0,1572.0,846.0,650.0,54.0,22.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),Misamis Occidental,2020,96.0,100.0,356.0,96.0,64.0,27.0,2.0,3.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),Misamis Occidental,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region X (Northern Mindanao),Misamis Occidental,2020,2385.0,2462.0,9780.0,2385.0,1674.0,690.0,17.0,4.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),Misamis Occidental,2020,11.0,11.0,39.0,11.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),Misamis Occidental,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),Misamis Occidental,2020,908.0,940.0,3701.0,908.0,565.0,324.0,15.0,2.0,0.0,0.0,2.0,0.0
Other Types Of Building,Region X (Northern Mindanao),Misamis Occidental,2020,5.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Single House,Region X (Northern Mindanao),Misamis Occidental,2020,140552.0,144001.0,595197.0,140552.0,125172.0,15143.0,213.0,14.0,0.0,0.0,10.0,0.0
All Types Of Building,Region X (Northern Mindanao),Misamis Oriental *,2020,218537.0,230203.0,954901.0,218537.0,192340.0,25791.0,346.0,22.0,2.0,0.0,31.0,5.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),Misamis Oriental *,2020,915.0,932.0,2971.0,915.0,624.0,259.0,32.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),Misamis Oriental *,2020,221.0,228.0,756.0,221.0,178.0,38.0,4.0,0.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),Misamis Oriental *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region X (Northern Mindanao),Misamis Oriental *,2020,3919.0,4088.0,16092.0,3919.0,3171.0,738.0,8.0,2.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),Misamis Oriental *,2020,24.0,25.0,78.0,24.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),Misamis Oriental *,2020,2.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),Misamis Oriental *,2020,1913.0,1983.0,7538.0,1913.0,1289.0,622.0,0.0,1.0,1.0,0.0,0.0,0.0
Other Types Of Building,Region X (Northern Mindanao),Misamis Oriental *,2020,5.0,5.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Single House,Region X (Northern Mindanao),Misamis Oriental *,2020,211538.0,222940.0,927445.0,211538.0,187062.0,24127.0,301.0,19.0,0.0,0.0,29.0,0.0
All Types Of Building,Region Xi (Davao Region),City Of Davao,2020,449615.0,476086.0,1770254.0,449615.0,363072.0,80159.0,4326.0,773.0,514.0,421.0,304.0,46.0
Apartment/Accessoria/Row House,Region Xi (Davao Region),City Of Davao,2020,8997.0,9430.0,24962.0,8997.0,3854.0,3950.0,922.0,199.0,56.0,9.0,7.0,0.0
Commercial/Industrial/Agricultural,Region Xi (Davao Region),City Of Davao,2020,1205.0,1345.0,3167.0,1205.0,701.0,361.0,101.0,35.0,2.0,0.0,5.0,0.0
Condominium/Condotel,Region Xi (Davao Region),City Of Davao,2020,795.0,797.0,1752.0,795.0,0.0,0.0,0.0,18.0,383.0,245.0,149.0,0.0
Duplex,Region Xi (Davao Region),City Of Davao,2020,8397.0,8954.0,31657.0,8397.0,5791.0,2448.0,132.0,16.0,0.0,0.0,10.0,0.0
Institutional Living Quarter,Region Xi (Davao Region),City Of Davao,2020,178.0,185.0,342.0,178.0,43.0,34.0,26.0,1.0,73.0,0.0,1.0,0.0
Not Reported,Region Xi (Davao Region),City Of Davao,2020,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region Xi (Davao Region),City Of Davao,2020,9664.0,9941.0,30457.0,9664.0,4690.0,4367.0,313.0,118.0,0.0,167.0,9.0,0.0
Other Types Of Building,Region Xi (Davao Region),City Of Davao,2020,46.0,60.0,103.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
Single House,Region Xi (Davao Region),City Of Davao,2020,420331.0,445372.0,1677807.0,420331.0,347993.0,68999.0,2832.0,386.0,0.0,0.0,121.0,0.0
All Types Of Building,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,184649.0,188900.0,766253.0,184649.0,174230.0,10191.0,132.0,17.0,0.0,0.0,73.0,6.0
Apartment/Accessoria/Row House,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,878.0,900.0,2734.0,878.0,674.0,199.0,5.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,276.0,285.0,976.0,276.0,164.0,109.0,3.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,4.0,4.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Duplex,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,9957.0,10033.0,40056.0,9957.0,9596.0,355.0,5.0,0.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,28.0,29.0,78.0,28.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,1816.0,1830.0,6588.0,1816.0,1576.0,230.0,3.0,6.0,0.0,0.0,1.0,0.0
Other Types Of Building,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,6.0,6.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Single House,Region Xi (Davao Region),Davao De Oro (Compostela Valley),2020,171682.0,175811.0,715772.0,171682.0,162194.0,9297.0,115.0,11.0,0.0,0.0,65.0,0.0
All Types Of Building,Region Xi (Davao Region),Davao Del Norte,2020,264129.0,271649.0,1115154.0,264129.0,244923.0,18853.0,220.0,27.0,1.0,0.0,97.0,8.0
Apartment/Accessoria/Row House,Region Xi (Davao Region),Davao Del Norte,2020,4356.0,4421.0,14169.0,4356.0,3207.0,1121.0,27.0,1.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xi (Davao Region),Davao Del Norte,2020,381.0,389.0,1341.0,381.0,306.0,64.0,9.0,1.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Xi (Davao Region),Davao Del Norte,2020,7.0,7.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Duplex,Region Xi (Davao Region),Davao Del Norte,2020,4401.0,4553.0,17614.0,4401.0,3769.0,615.0,15.0,0.0,0.0,0.0,2.0,0.0
Institutional Living Quarter,Region Xi (Davao Region),Davao Del Norte,2020,66.0,68.0,278.0,66.0,57.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
Not Reported,Region Xi (Davao Region),Davao Del Norte,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xi (Davao Region),Davao Del Norte,2020,3624.0,3767.0,13782.0,3624.0,2581.0,1023.0,7.0,7.0,0.0,0.0,6.0,0.0
Other Types Of Building,Region Xi (Davao Region),Davao Del Norte,2020,8.0,8.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Single House,Region Xi (Davao Region),Davao Del Norte,2020,251286.0,258436.0,1067918.0,251286.0,235003.0,16022.0,162.0,17.0,0.0,0.0,82.0,0.0
All Types Of Building,Region Xi (Davao Region),Davao Del Sur *,2020,176400.0,181436.0,674783.0,176400.0,164635.0,11569.0,104.0,16.0,1.0,0.0,60.0,15.0
Apartment/Accessoria/Row House,Region Xi (Davao Region),Davao Del Sur *,2020,1393.0,1432.0,3914.0,1393.0,999.0,381.0,13.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xi (Davao Region),Davao Del Sur *,2020,146.0,147.0,448.0,146.0,100.0,38.0,7.0,0.0,0.0,0.0,1.0,0.0
Condominium/Condotel,Region Xi (Davao Region),Davao Del Sur *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xi (Davao Region),Davao Del Sur *,2020,1383.0,1447.0,5162.0,1383.0,1113.0,268.0,0.0,1.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region Xi (Davao Region),Davao Del Sur *,2020,14.0,14.0,42.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xi (Davao Region),Davao Del Sur *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xi (Davao Region),Davao Del Sur *,2020,878.0,901.0,2832.0,878.0,579.0,293.0,5.0,0.0,1.0,0.0,0.0,0.0
Other Types Of Building,Region Xi (Davao Region),Davao Del Sur *,2020,15.0,15.0,54.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Single House,Region Xi (Davao Region),Davao Del Sur *,2020,172571.0,177480.0,662331.0,172571.0,161833.0,10586.0,79.0,15.0,0.0,0.0,58.0,0.0
All Types Of Building,Region Xi (Davao Region),Davao Occidental,2020,76739.0,78182.0,316893.0,76739.0,72252.0,4443.0,10.0,3.0,0.0,0.0,31.0,0.0
Apartment/Accessoria/Row House,Region Xi (Davao Region),Davao Occidental,2020,4.0,4.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xi (Davao Region),Davao Occidental,2020,25.0,27.0,72.0,25.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xi (Davao Region),Davao Occidental,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xi (Davao Region),Davao Occidental,2020,22.0,23.0,94.0,22.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xi (Davao Region),Davao Occidental,2020,15.0,15.0,25.0,15.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
Not Reported,Region Xi (Davao Region),Davao Occidental,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xi (Davao Region),Davao Occidental,2020,23.0,23.0,61.0,23.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xi (Davao Region),Davao Occidental,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region Xi (Davao Region),Davao Occidental,2020,76650.0,78090.0,316635.0,76650.0,72202.0,4405.0,10.0,2.0,0.0,0.0,31.0,0.0
All Types Of Building,Region Xi (Davao Region),Davao Oriental,2020,134328.0,140059.0,574975.0,134328.0,126506.0,7735.0,64.0,6.0,0.0,0.0,16.0,1.0
Apartment/Accessoria/Row House,Region Xi (Davao Region),Davao Oriental,2020,175.0,176.0,640.0,175.0,122.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xi (Davao Region),Davao Oriental,2020,76.0,82.0,288.0,76.0,45.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xi (Davao Region),Davao Oriental,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xi (Davao Region),Davao Oriental,2020,2561.0,2630.0,9884.0,2561.0,2283.0,277.0,1.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xi (Davao Region),Davao Oriental,2020,33.0,33.0,112.0,33.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xi (Davao Region),Davao Oriental,2020,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region Xi (Davao Region),Davao Oriental,2020,702.0,716.0,2612.0,702.0,532.0,165.0,5.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xi (Davao Region),Davao Oriental,2020,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Single House,Region Xi (Davao Region),Davao Oriental,2020,130778.0,136419.0,561431.0,130778.0,123504.0,7203.0,51.0,6.0,0.0,0.0,14.0,0.0
All Types Of Building,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,171495.0,175340.0,695391.0,171495.0,159053.0,12152.0,213.0,25.0,6.0,0.0,31.0,15.0
Apartment/Accessoria/Row House,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,11440.0,11542.0,31320.0,11440.0,9823.0,1510.0,82.0,10.0,4.0,0.0,11.0,0.0
Commercial/Industrial/Agricultural,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,245.0,253.0,783.0,245.0,181.0,50.0,9.0,2.0,2.0,0.0,1.0,0.0
Condominium/Condotel,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,3374.0,3454.0,12231.0,3374.0,3106.0,266.0,2.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,8.0,8.0,17.0,8.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
Not Reported,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,807.0,817.0,2678.0,807.0,625.0,178.0,3.0,0.0,0.0,0.0,1.0,0.0
Other Types Of Building,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,15.0,16.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Single House,Region Xii (Soccsksargen),City Of General Santos (Dadiangas),2020,155606.0,159250.0,648324.0,155606.0,145315.0,10148.0,114.0,11.0,0.0,0.0,18.0,0.0
All Types Of Building,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,300107.0,306710.0,1266448.0,300107.0,285405.0,14404.0,169.0,18.0,8.0,0.0,30.0,73.0
Apartment/Accessoria/Row House,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,1178.0,1191.0,3614.0,1178.0,846.0,300.0,24.0,0.0,8.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,340.0,341.0,1230.0,340.0,252.0,74.0,13.0,1.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,2581.0,2625.0,9919.0,2581.0,2245.0,330.0,6.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,23.0,23.0,65.0,23.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,1013.0,1022.0,3706.0,1013.0,817.0,184.0,9.0,3.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,73.0,73.0,309.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
Single House,Region Xii (Soccsksargen),Cotabato (North Cotabato),2020,294899.0,301435.0,1247605.0,294899.0,281230.0,13512.0,113.0,14.0,0.0,0.0,30.0,0.0
All Types Of Building,Region Xii (Soccsksargen),Sarangani,2020,130972.0,133863.0,558065.0,130972.0,125525.0,5408.0,26.0,2.0,0.0,0.0,11.0,0.0
Apartment/Accessoria/Row House,Region Xii (Soccsksargen),Sarangani,2020,222.0,225.0,663.0,222.0,164.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xii (Soccsksargen),Sarangani,2020,50.0,55.0,177.0,50.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xii (Soccsksargen),Sarangani,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xii (Soccsksargen),Sarangani,2020,1118.0,1131.0,4365.0,1118.0,1046.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xii (Soccsksargen),Sarangani,2020,9.0,9.0,31.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xii (Soccsksargen),Sarangani,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xii (Soccsksargen),Sarangani,2020,418.0,422.0,1524.0,418.0,373.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xii (Soccsksargen),Sarangani,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region Xii (Soccsksargen),Sarangani,2020,129155.0,132021.0,551305.0,129155.0,123889.0,5230.0,23.0,2.0,0.0,0.0,11.0,0.0
All Types Of Building,Region Xii (Soccsksargen),South Cotabato *,2020,238720.0,244981.0,973136.0,238720.0,231731.0,6816.0,104.0,31.0,3.0,0.0,29.0,6.0
Apartment/Accessoria/Row House,Region Xii (Soccsksargen),South Cotabato *,2020,3483.0,3510.0,9625.0,3483.0,3109.0,352.0,13.0,9.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xii (Soccsksargen),South Cotabato *,2020,272.0,282.0,946.0,272.0,212.0,42.0,10.0,7.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Xii (Soccsksargen),South Cotabato *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xii (Soccsksargen),South Cotabato *,2020,1722.0,1745.0,6137.0,1722.0,1596.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xii (Soccsksargen),South Cotabato *,2020,6.0,6.0,15.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xii (Soccsksargen),South Cotabato *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xii (Soccsksargen),South Cotabato *,2020,696.0,697.0,2200.0,696.0,637.0,57.0,0.0,0.0,2.0,0.0,0.0,0.0
Other Types Of Building,Region Xii (Soccsksargen),South Cotabato *,2020,6.0,6.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Single House,Region Xii (Soccsksargen),South Cotabato *,2020,232535.0,238735.0,954185.0,232535.0,226171.0,6240.0,80.0,15.0,0.0,0.0,29.0,0.0
All Types Of Building,Region Xii (Soccsksargen),Sultan Kudarat,2020,195885.0,202730.0,851254.0,195885.0,190108.0,5695.0,46.0,5.0,1.0,0.0,29.0,1.0
Apartment/Accessoria/Row House,Region Xii (Soccsksargen),Sultan Kudarat,2020,874.0,881.0,3001.0,874.0,805.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xii (Soccsksargen),Sultan Kudarat,2020,225.0,230.0,821.0,225.0,172.0,48.0,4.0,0.0,1.0,0.0,0.0,0.0
