Region,IncomeGroup,Value,Year
Benguet (Excluding City of Baguio),1st Decile,5743.21,2021
City of Baguio,2nd Decile,6137.62,2021
Ifugao,3rd Decile,2297.11,2021
Kalinga,4th Decile,2614.05,2021
Mountain Province,5th Decile,1362.61,2021
Apayao,6th Decile,1212.46,2021
REGION I - ILOCOS REGION,8th Decile,56662.59,2021
Ilocos Norte,9th Decile,6978.2,2021
Ilocos Sur,10th Decile,8284.18,2021
La Union,All Income Groups,10562.03,2021
Pangasinan,1st Decile,29024.28,2021
REGION II - CAGAYAN VALLEY,3rd Decile,36863.04,2021
Batanes,4th Decile,410.98,2021
Cagayan,5th Decile,12720.3,2021
Isabela,6th Decile,16381.11,2021
Nueva Vizcaya,7th Decile,4868.99,2021
Quirino,8th Decile,2089.93,2021
REGION III - CENTRAL LUZON,10th Decile,134972.99,2021
Aurora,All Income Groups,2103.14,2021
Bataan,1st Decile,9471.29,2021
Bulacan,2nd Decile,41397.88,2021
Nueva Ecija,3rd Decile,20590.88,2021
Pampanga (Excluding City of Angeles),4th Decile,26576.93,2021
City of Angeles,5th Decile,6786.25,2021
Tarlac,6th Decile,15315.64,2021
Zambales (Excluding City of Olongapo),7th Decile,6227.76,2021
City of Olongapo,8th Decile,2571.14,2021
REGION IVA - CALABARZON,10th Decile,202523.93,2021
Batangas,All Income Groups,34933.99,2021
Cavite,1st Decile,56578.75,2021
Laguna,2nd Decile,45302,2021
Quezon (Excluding City of Lucena),3rd Decile,14262.63,2021
City of Lucena,4th Decile,2859.45,2021
Rizal,5th Decile,44667.49,2021
MIMAROPA REGION,7th Decile,28904.36,2021
Marinduque,8th Decile,1910.66,2021
Occidental Mindoro,9th Decile,4642.68,2021
Oriental Mindoro,10th Decile,9094.49,2021
Palawan (Excluding City of Puerto Princesa),All Income Groups,6062.96,2021
City of Puerto Princesa,1st Decile,3706.53,2021
Romblon,2nd Decile,2130.65,2021
REGION V - BICOL REGION,4th Decile,48117.12,2021
Albay,5th Decile,13883.77,2021
Camarines Norte,6th Decile,5517.71,2021
Camarines Sur,7th Decile,15147.77,2021
Catanduanes,8th Decile,2553.62,2021
Masbate,9th Decile,5503.62,2021
Sorsogon,10th Decile,5353.05,2021
REGION VI - WESTERN VISAYAS,1st Decile,51651.82,2021
Aklan,2nd Decile,6232.78,2021
Antique,3rd Decile,5810.52,2021
Capiz,4th Decile,6194.56,2021
Iloilo (Excluding City of Iloilo),5th Decile,25416.23,2021
City of Iloilo,6th Decile,5883.19,2021
Guimaras,7th Decile,1340.16,2021
NEGROS ISLAND REGION,9th Decile,42169.88,2021
Negros Occidental (Excluding City of Bacolod),10th Decile,16041.29,2021
City of Bacolod,All Income Groups,7476.68,2021
Negros Oriental,1st Decile,12868.05,2021
Siquijor,2nd Decile,1216.02,2021
REGION VII - CENTRAL VISAYAS,4th Decile,69649.7,2021
Bohol,5th Decile,12496.88,2021
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),6th Decile,30958.01,2021
City of Cebu,7th Decile,11231.04,2021
City of Lapu-Lapu (Opon),8th Decile,7805.88,2021
City of Mandaue ,9th Decile,5050.22,2021
REGION VIII - EASTERN VISAYAS,All Income Groups,40231.17,2021
Eastern Samar,1st Decile,4975.29,2021
Leyte (Excluding City of Tacloban),2nd Decile,15367.13,2021
City of Tacloban,3rd Decile,3640.55,2021
Northern Samar,4th Decile,5099.95,2021
Samar (Western Samar),5th Decile,5471.77,2021
Southern Leyte,6th Decile,3468.22,2021
Biliran,7th Decile,2016.7,2021
REGION IX - ZAMBOANGA PENINSULA,9th Decile,28936.07,2021
Zamboanga Del Norte,10th Decile,7440.4,2021
Zamboanga Del Sur (Excluding City of Zamboanga),All Income Groups,7382.6,2021
City of Zamboanga,1st Decile,7230.49,2021
Zamboanga Sibugay,2nd Decile,4967.78,2021
Isabela City,3rd Decile,830.33,2021
REGION X - NORTHERN MINDANAO,5th Decile,45104.61,2021
Bukidnon,6th Decile,12218.26,2021
Camiguin,7th Decile,912.02,2021
Lanao Del Norte (Excluding City of Iligan),8th Decile,3752.69,2021
City of Iligan,9th Decile,3531.16,2021
Misamis Occidental,10th Decile,4803.01,2021
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",All Income Groups,7251.82,2021
City of Cagayan de Oro,1st Decile,9654.35,2021
REGION XI - DAVAO REGION,3rd Decile,54312.5,2021
Davao Del Norte,4th Decile,8255.9,2021
Davao Del Sur (Excluding City of Davao),5th Decile,6167.69,2021
City of Davao,6th Decile,24084.98,2021
Davao Oriental,7th Decile,3836.36,2021
Davao De Oro,8th Decile,5220.92,2021
Davao Occidental,9th Decile,1799.54,2021
REGION XII - SOCCSKSARGEN1/,All Income Groups,37134.75,2021
Cotabato (North Cotabato),1st Decile,11990.15,2021
South Cotabato (Excluding City of General Santos),2nd Decile,9229.46,2021
City of General Santos (Dadiangas),3rd Decile,6845.81,2021
Sultan Kudarat,4th Decile,6362.85,2021
Sarangani,5th Decile,3105.39,2021
CARAGA,7th Decile,23852.59,2021
Agusan Del Norte (Excluding City of Butuan),8th Decile,3105.3,2021
City of Butuan,9th Decile,4409.13,2021
Agusan Del Sur,10th Decile,4898.69,2021
Surigao Del Norte,All Income Groups,4690.68,2021
Surigao Del Sur,1st Decile,5424.77,2021
Dinagat Islands,2nd Decile,995.86,2021
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,4th Decile,16578.76,2021
Basilan,5th Decile,1224.39,2021
Lanao Del Sur,6th Decile,4418.53,2021
Maguindanao ,7th Decile,3995.92,2021
Maguindanao del Norte,8th Decile,,2021
Maguindanao del Sur,9th Decile,,2021
Sulu,10th Decile,2682.68,2021
Tawi-Tawi,All Income Groups,1784.57,2021
Cotabato City,1st Decile,1659.03,2021
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",2nd Decile,,2021
Notes:,4th Decile,,2021
p - Estimates are preliminary and may change,5th Decile,,2021
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",6th Decile,,2021
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",7th Decile,,2021
Details may not add up to total due to rounding.,8th Decile,,2021
PHILIPPINES,9th Decile,2149110.3,2021
NATIONAL CAPITAL REGION,All Income Groups,315898.85,2021
NCR I,1st Decile,,2021
City of Manila,2nd Decile,36244.13,2021
NCR II,3rd Decile,,2021
City of Mandaluyong,4th Decile,11970.43,2021
City of San Juan,5th Decile,3518.9,2021
Quezon City,6th Decile,72498.44,2021
City of Marikina,7th Decile,11660.71,2021
City of Pasig,8th Decile,19492.94,2021
NCR III,9th Decile,,2021
City of Caloocan,10th Decile,22637.36,2021
City of Malabon,All Income Groups,5676.91,2021
City of Navotas,1st Decile,3365.07,2021
City of Valenzuela,2nd Decile,10631.65,2021
NCR IV,3rd Decile,,2021
City of Las Piñas,4th Decile,13111.64,2021
City of Muntinlupa,5th Decile,10939.21,2021
City of Parañaque,6th Decile,24354.55,2021
Pasay City,7th Decile,8520.46,2021
City of Makati,8th Decile,32520.35,2021
Pateros,9th Decile,790.28,2021
City of Taguig,10th Decile,19035.96,2021
CAR - CORDILLERA ADMINISTRATIVE REGION,1st Decile,43354.44,2021
Abra,2nd Decile,4401.14,2021
Benguet (Excluding City of Baguio),3rd Decile,11007.08,2021
City of Baguio,4th Decile,12059.5,2021
Ifugao,5th Decile,3982.42,2021
Kalinga,6th Decile,5995.37,2021
Mountain Province,7th Decile,2943.04,2021
Apayao,8th Decile,2422.37,2021
REGION I - ILOCOS REGION,10th Decile,104583.75,2021
Ilocos Norte,All Income Groups,13547.24,2021
Ilocos Sur,1st Decile,14946.17,2021
La Union,2nd Decile,17347.04,2021
Pangasinan,3rd Decile,60232.38,2021
REGION II - CAGAYAN VALLEY,5th Decile,79559.68,2021
Batanes,6th Decile,602.73,2021
Cagayan,7th Decile,24541.39,2021
Isabela,8th Decile,40588.66,2021
Nueva Vizcaya,9th Decile,9478.24,2021
Quirino,10th Decile,4322.72,2021
REGION III - CENTRAL LUZON,1st Decile,222486.26,2021
Aurora,2nd Decile,4721.34,2021
Bataan,3rd Decile,22452.36,2021
Bulacan,4th Decile,69618.47,2021
Nueva Ecija,5th Decile,36262.2,2021
Pampanga (Excluding City of Angeles),6th Decile,38397.42,2021
City of Angeles,7th Decile,12089.72,2021
Tarlac,8th Decile,24773.83,2021
Zambales (Excluding City of Olongapo),9th Decile,9627.91,2021
City of Olongapo,10th Decile,4045.72,2021
REGION IVA - CALABARZON,1st Decile,349436.59,2021
Batangas,2nd Decile,61097.96,2021
Cavite,3rd Decile,100082.52,2021
Laguna,4th Decile,69829.63,2021
Quezon (Excluding City of Lucena),5th Decile,27950.32,2021
City of Lucena,6th Decile,5791.72,2021
Rizal,7th Decile,78266.59,2021
MIMAROPA REGION,9th Decile,60305.26,2021
Marinduque,10th Decile,3449.11,2021
Occidental Mindoro,All Income Groups,9206.25,2021
Oriental Mindoro,1st Decile,17910.32,2021
Palawan (Excluding City of Puerto Princesa),2nd Decile,17459.2,2021
City of Puerto Princesa,3rd Decile,6577.01,2021
Romblon,4th Decile,5192.82,2021
REGION V - BICOL REGION,6th Decile,98706.21,2021
Albay,7th Decile,25954.73,2021
Camarines Norte,8th Decile,11842.79,2021
Camarines Sur,9th Decile,29768.71,2021
Catanduanes,10th Decile,5234.1,2021
Masbate,All Income Groups,13458.54,2021
Sorsogon,1st Decile,11828.39,2021
REGION VI - WESTERN VISAYAS,3rd Decile,106295.64,2021
Aklan,4th Decile,14381.94,2021
Antique,5th Decile,12068.48,2021
Capiz,6th Decile,12998.35,2021
Iloilo (Excluding City of Iloilo),7th Decile,46500.39,2021
City of Iloilo,8th Decile,14203.25,2021
Guimaras,9th Decile,3343.26,2021
NEGROS ISLAND REGION,All Income Groups,75537.57,2021
Negros Occidental (Excluding City of Bacolod),1st Decile,33030.25,2021
City of Bacolod,2nd Decile,11718.39,2021
Negros Oriental,3rd Decile,27792.2,2021
Siquijor,4th Decile,2493.23,2021
REGION VII - CENTRAL VISAYAS,6th Decile,135761.38,2021
Bohol,7th Decile,23311.98,2021
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),8th Decile,65515.8,2021
City of Cebu,9th Decile,19848.33,2021
City of Lapu-Lapu (Opon),10th Decile,14740.22,2021
City of Mandaue ,All Income Groups,10680.6,2021
REGION VIII - EASTERN VISAYAS,2nd Decile,87492.16,2021
Eastern Samar,3rd Decile,9849.1,2021
Leyte (Excluding City of Tacloban),4th Decile,33089.38,2021
City of Tacloban,5th Decile,7859.7,2021
Northern Samar,6th Decile,10868.92,2021
Samar (Western Samar),7th Decile,13582.88,2021
Southern Leyte,8th Decile,6652.77,2021
Biliran,9th Decile,3992.6,2021
REGION IX - ZAMBOANGA PENINSULA,All Income Groups,63844.2,2021
Zamboanga Del Norte,1st Decile,17592.06,2021
Zamboanga Del Sur (Excluding City of Zamboanga),2nd Decile,16681.65,2021
City of Zamboanga,3rd Decile,12938.21,2021
Zamboanga Sibugay,4th Decile,15650.16,2021
Isabela City,5th Decile,1458.22,2021
REGION X - NORTHERN MINDANAO,7th Decile,89675.07,2021
Bukidnon,8th Decile,26686.26,2021
Camiguin,9th Decile,2103.98,2021
Lanao Del Norte (Excluding City of Iligan),10th Decile,7692.94,2021
City of Iligan,All Income Groups,6685.39,2021
Misamis Occidental,1st Decile,11228.92,2021
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2nd Decile,14454.65,2021
City of Cagayan de Oro,3rd Decile,19114,2021
REGION XI - DAVAO REGION,5th Decile,116375.65,2021
Davao Del Norte,6th Decile,16012.48,2021
Davao Del Sur (Excluding City of Davao),7th Decile,16030.93,2021
City of Davao,8th Decile,58227.18,2021
Davao Oriental,9th Decile,8611.85,2021
Davao De Oro,10th Decile,10198.98,2021
Davao Occidental,All Income Groups,4371.82,2021
REGION XII - SOCCSKSARGEN1/,2nd Decile,83517.96,2021
Cotabato (North Cotabato),3rd Decile,25369.87,2021
South Cotabato (Excluding City of General Santos),4th Decile,20164.33,2021
City of General Santos (Dadiangas),5th Decile,17485.28,2021
Sultan Kudarat,6th Decile,11688.52,2021
Sarangani,7th Decile,7279.6,2021
CARAGA,9th Decile,55440.22,2021
Agusan Del Norte (Excluding City of Butuan),10th Decile,7412.39,2021
City of Butuan,All Income Groups,9092.92,2021
Agusan Del Sur,1st Decile,12657.9,2021
Surigao Del Norte,2nd Decile,11841.03,2021
Surigao Del Sur,3rd Decile,11834.37,2021
Dinagat Islands,4th Decile,2224.56,2021
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,6th Decile,26854.03,2021
Basilan,7th Decile,2591.94,2021
Lanao Del Sur,8th Decile,6200.8,2021
Maguindanao ,9th Decile,7277.25,2021
Maguindanao del Norte,10th Decile,,2021
Maguindanao del Sur,All Income Groups,,2021
Sulu,1st Decile,3629.46,2021
Tawi-Tawi,2nd Decile,2772.86,2021
Cotabato City,3rd Decile,3578.47,2021
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",4th Decile,,2021
Notes:,6th Decile,,2021
p - Estimates are preliminary and may change,7th Decile,,2021
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",8th Decile,,2021
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",9th Decile,,2021
Details may not add up to total due to rounding.,10th Decile,,2021
PHILIPPINES,All Income Groups,9706612.91,2023
NATIONAL CAPITAL REGION,2nd Decile,1865801.3,2023
NCR I,3rd Decile,,2023
City of Manila,4th Decile,246232.67,2023
NCR II,5th Decile,,2023
City of Mandaluyong,6th Decile,93875.35,2023
City of San Juan,7th Decile,24320.15,2023
Quezon City,8th Decile,359208.8,2023
City of Marikina,9th Decile,60399.48,2023
City of Pasig,10th Decile,130765.02,2023
NCR III,All Income Groups,,2023
City of Caloocan,1st Decile,154161.91,2023
City of Malabon,2nd Decile,34270.92,2023
City of Navotas,3rd Decile,21291.41,2023
City of Valenzuela,4th Decile,69892.16,2023
NCR IV,5th Decile,,2023
City of Las Piñas,6th Decile,96816.95,2023
City of Muntinlupa,7th Decile,80328.59,2023
City of Parañaque,8th Decile,114375.68,2023
Pasay City,9th Decile,58005.62,2023
City of Makati,10th Decile,164347.09,2023
Pateros,All Income Groups,7135.91,2023
City of Taguig,1st Decile,150373.59,2023
CAR - CORDILLERA ADMINISTRATIVE REGION,3rd Decile,166577.62,2023
Abra,4th Decile,16345.74,2023
Benguet (Excluding City of Baguio),5th Decile,46118.3,2023
City of Baguio,6th Decile,47232.91,2023
Ifugao,7th Decile,15517.48,2023
Kalinga,8th Decile,18307.71,2023
Mountain Province,9th Decile,12292.87,2023
Apayao,10th Decile,10762.6,2023
REGION I - ILOCOS REGION,1st Decile,443817.42,2023
Ilocos Norte,2nd Decile,69671.55,2023
Ilocos Sur,3rd Decile,61961.57,2023
La Union,4th Decile,81591.39,2023
Pangasinan,5th Decile,230592.91,2023
REGION II - CAGAYAN VALLEY,7th Decile,287625.5,2023
Batanes,8th Decile,2469.54,2023
Cagayan,9th Decile,101392.29,2023
Isabela,10th Decile,127976.88,2023
Nueva Vizcaya,All Income Groups,40791.86,2023
Quirino,1st Decile,14994.93,2023
REGION III - CENTRAL LUZON,3rd Decile,1172048.83,2023
Aurora,4th Decile,17467.09,2023
Bataan,5th Decile,83190.7,2023
Bulacan,6th Decile,342693.71,2023
Nueva Ecija,7th Decile,194488.54,2023
Pampanga (Excluding City of Angeles),8th Decile,251756.6,2023
City of Angeles,9th Decile,69727.85,2023
Tarlac,10th Decile,134488.68,2023
Zambales (Excluding City of Olongapo),All Income Groups,53999.2,2023
City of Olongapo,1st Decile,24236.46,2023
REGION IVA - CALABARZON,3rd Decile,1835949.76,2023
Batangas,4th Decile,327130.55,2023
Cavite,5th Decile,527020.97,2023
Laguna,6th Decile,440820.18,2023
Quezon (Excluding City of Lucena),7th Decile,122275.35,2023
City of Lucena,8th Decile,24776.36,2023
Rizal,9th Decile,393926.36,2023
MIMAROPA REGION,All Income Groups,219015.17,2023
Marinduque,1st Decile,16627.8,2023
Occidental Mindoro,2nd Decile,35510.45,2023
Oriental Mindoro,3rd Decile,58399.02,2023
Palawan (Excluding City of Puerto Princesa),4th Decile,60934.49,2023
City of Puerto Princesa,5th Decile,28838.32,2023
Romblon,6th Decile,18705.1,2023
REGION V - BICOL REGION,8th Decile,394959.39,2023
Albay,9th Decile,90854.58,2023
Camarines Norte,10th Decile,43502.69,2023
Camarines Sur,All Income Groups,145585.47,2023
Catanduanes,1st Decile,17194.94,2023
Masbate,2nd Decile,52754.29,2023
Sorsogon,3rd Decile,45067.41,2023
REGION VI - WESTERN VISAYAS,5th Decile,387743.11,2023
Aklan,6th Decile,52940.29,2023
Antique,7th Decile,46334.86,2023
Capiz,8th Decile,58160.17,2023
Iloilo (Excluding City of Iloilo),9th Decile,168660.15,2023
City of Iloilo,10th Decile,48221.07,2023
Guimaras,All Income Groups,13426.57,2023
NEGROS ISLAND REGION,2nd Decile,314461.45,2023
Negros Occidental (Excluding City of Bacolod),3rd Decile,159884,2023
City of Bacolod,4th Decile,53993.48,2023
Negros Oriental,5th Decile,91615.23,2023
Siquijor,6th Decile,8968.74,2023
REGION VII - CENTRAL VISAYAS,8th Decile,549456.44,2023
Bohol,9th Decile,97234.83,2023
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),10th Decile,249098.22,2023
City of Cebu,All Income Groups,94112.17,2023
City of Lapu-Lapu (Opon),1st Decile,56439.7,2023
City of Mandaue ,2nd Decile,52571.52,2023
REGION VIII - EASTERN VISAYAS,4th Decile,316881.63,2023
Eastern Samar,5th Decile,34088.99,2023
Leyte (Excluding City of Tacloban),6th Decile,126750.23,2023
City of Tacloban,7th Decile,24065.31,2023
Northern Samar,8th Decile,42910.81,2023
Samar (Western Samar),9th Decile,45360.92,2023
Southern Leyte,10th Decile,29829.09,2023
Biliran,All Income Groups,13876.29,2023
REGION IX - ZAMBOANGA PENINSULA,2nd Decile,230654.69,2023
Zamboanga Del Norte,3rd Decile,59611.72,2023
Zamboanga Del Sur (Excluding City of Zamboanga),4th Decile,53316.34,2023
City of Zamboanga,5th Decile,64383.56,2023
Zamboanga Sibugay,6th Decile,44873.69,2023
Isabela City,7th Decile,8469.36,2023
REGION X - NORTHERN MINDANAO,9th Decile,366374.02,2023
Bukidnon,10th Decile,92530.01,2023
Camiguin,All Income Groups,7451.23,2023
Lanao Del Norte (Excluding City of Iligan),1st Decile,42500.9,2023
City of Iligan,2nd Decile,34520.13,2023
Misamis Occidental,3rd Decile,41680.63,2023
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",4th Decile,68407.76,2023
City of Cagayan de Oro,5th Decile,79283.36,2023
REGION XI - DAVAO REGION,7th Decile,468674.28,2023
Davao Del Norte,8th Decile,68967.05,2023
Davao Del Sur (Excluding City of Davao),9th Decile,61206.66,2023
City of Davao,10th Decile,232983.06,2023
Davao Oriental,All Income Groups,33614.45,2023
Davao De Oro,1st Decile,54227.12,2023
Davao Occidental,2nd Decile,17675.94,2023
REGION XII - SOCCSKSARGEN1/,4th Decile,321421.3,2023
Cotabato (North Cotabato),5th Decile,107152.02,2023
South Cotabato (Excluding City of General Santos),6th Decile,67832.69,2023
City of General Santos (Dadiangas),7th Decile,57357.38,2023
Sultan Kudarat,8th Decile,59001.84,2023
Sarangani,9th Decile,30077.37,2023
CARAGA,All Income Groups,191966.18,2023
Agusan Del Norte (Excluding City of Butuan),1st Decile,23483.83,2023
City of Butuan,2nd Decile,35478.32,2023
Agusan Del Sur,3rd Decile,41342.13,2023
Surigao Del Norte,4th Decile,45493.96,2023
Surigao Del Sur,5th Decile,38019.31,2023
Dinagat Islands,6th Decile,8148.63,2023
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,8th Decile,173184.82,2023
Basilan,9th Decile,13790.29,2023
Lanao Del Sur,10th Decile,47807.66,2023
Maguindanao ,All Income Groups,36451.63,2023
Maguindanao del Norte,1st Decile,18658.12,2023
Maguindanao del Sur,2nd Decile,17793.51,2023
Sulu,3rd Decile,36628.15,2023
Tawi-Tawi,4th Decile,13812.02,2023
Cotabato City,5th Decile,14353.22,2023
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",6th Decile,,2023
Notes:,8th Decile,,2023
p - Estimates are preliminary and may change,9th Decile,,2023
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",10th Decile,,2023
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",All Income Groups,,2023
